Name,Website,Email,Category,Entity_ID
Angie Craig,https://craig.house.gov/,ajcorrigan88+acraigoffice@gmail.com,House battleground official,b6a263e105fad18b9faa0e370e7d3475
Ann Kirkpatrick,https://kirkpatrick.house.gov/,ajcorrigan88+akirkpatrickoffice@gmail.com,House battleground official,817fd5eaf815da268ece913716c10016
Anthony Brindisi,https://brindisi.house.gov/,ajcorrigan88+abrindisioffice@gmail.com,House battleground official,1d7efccd5ae9be857ee3647b31574b62
Antonio Delgado,https://delgado.house.gov/,ajcorrigan88+adelgadooffice@gmail.com,House battleground official,7275e2b567880cc19fad03ccaa032f27
Ben McAdams,https://mcadams.house.gov/,ajcorrigan88+bmcadamsoffice@gmail.com,House battleground official,781e0a3d6160525d299743029c339644
Chris Pappas,https://pappas.house.gov/,ajcorrigan88+cpappasoffice@gmail.com,House battleground official,891735c194dfb75d919270f53ea4f961
Cindy Axne,https://axne.house.gov/,ajcorrigan88+caxneoffice@gmail.com,House battleground official,208cd3a3b10e1b2c5e58d08d95df1c4f
Colin Allred,https://allred.house.gov/,ajcorrigan88+callredoffice@gmail.com,House battleground official,596394f264e4c4497ce6eeddf98303f1
Collin Peterson,https://collinpeterson.house.gov/,ajcorrigan88+cpetersonoffice@gmail.com,House battleground official,9e5a4563c6d9943e9f3cfdabc37f71cb
Conor Lamb,https://lamb.house.gov/,ajcorrigan88+clamboffice@gmail.com,House battleground official,631cee7accda1803b7c916a28563ec94
Dave Loebsack,https://loebsack.house.gov/,ajcorrigan88+dloebsackoffice@gmail.com,House battleground official,5bfcb32d08ca48e57e818fb244070428
Dean Phillips,https://phillips.house.gov/,ajcorrigan88+dphillipsoffice@gmail.com,House battleground official,145b1a305a7fabf95a4f6217b142448c
Debbie Mucarsel-Powell,https://mucarsel-powell.house.gov/,ajcorrigan88+dmucarseloffice@gmail.com,House battleground official,3fe5de14e64da0e8396bded15501f99c
Donna Shalala,https://shalala.house.gov/,ajcorrigan88+dshalalaoffice@gmail.com,House battleground official,857b767c1289f4e88cabf5df9ba16b3c
Elaine Luria,https://luria.house.gov/,ajcorrigan88+eluriaoffice@gmail.com,House battleground official,6956569d324c4850ad61057c22b466b9
Elissa Slotkin,https://slotkin.house.gov/,ajcorrigan88+eslotkinoffice@gmail.com,House battleground official,d110d1cf4ffec6d9b848dedff1910bd2
Gil Cisneros,https://cisneros.house.gov/,ajcorrigan88+gcisnerosoffice@gmail.com,House battleground official,151531beb49dc2a0aa4023631fbe4c67
Haley Stevens,https://stevens.house.gov/,ajcorrigan88+hstevensoffice@gmail.com,House battleground official,ddb9a46e0868c66d0f0f2a44b5ed25db
Harley Rouda,https://rouda.house.gov/,ajcorrigan88+hroudaoffice@gmail.com,House battleground official,8e410ea650801110672e66fbe875c547
Jared Golden,https://golden.house.gov/,ajcorrigan88+jgoldenoffice@gmail.com,House battleground official,eb1e7792ad36b5da4575dc5786c60233
Jeff Van Drew,https://vandrew.house.gov/,ajcorrigan88+jdrewoffice@gmail.com,House battleground official,e61878ce1a8ea5a2b7e871d41318de45
Joe Cunningham,https://cunningham.house.gov/,ajcorrigan88+jcunninghamoffice@gmail.com,House battleground official,f61ecb6777e341f4eb5103aa53ab7409
Josh Harder,https://harder.house.gov/,ajcorrigan88+jharderoffice@gmail.com,House battleground official,ed8133fe259798e6894fd4edece85be7
Katie Hill,https://katiehill.house.gov/,ajcorrigan88+khilloffice@gmail.com,House battleground official,379e7adb960467e54bc400b73297a595
Katie Porter,https://porter.house.gov/,ajcorrigan88+kporteroffice@gmail.com,House battleground official,be06ab5fdefa9929b16337ed859def51
Kendra Horn,https://horn.house.gov/,ajcorrigan88+khornoffice@gmail.com,House battleground official,706159b2d7515ddbd3d1742ddde37377
Kim Schrier,https://schrier.house.gov/,ajcorrigan88+kschrieroffice@gmail.com,House battleground official,8420b26a8f8a74bd0030d469fb630fc0
Lauren Underwood,https://underwood.house.gov/,ajcorrigan88+lunderwoodoffice@gmail.com,House battleground official,5c22cb8db52f1fe97e0ca6d7258d9ae7
Lizzie Pannill Fletcher,https://fletcher.house.gov/,ajcorrigan88+lfletcheroffice@gmail.com,House battleground official,eeb72fd1fc8f5c14d9a712d51a82fa4d
Lucy McBath,https://mcbath.house.gov/,ajcorrigan88+lmcbathoffice@gmail.com,House battleground official,bb9f523f1414443a92cf32b325e24a6d
Matt Cartwright,https://cartwright.house.gov/,ajcorrigan88+mcartwrightoffice@gmail.com,House battleground official,525ad46dc6906c180b4c7623f591e053
Max Rose,https://maxrose.house.gov,ajcorrigan88+mroseoffice@gmail.com,House battleground official,76bee8b23501b0d47c0eb9984e44cdf0
Sean Casten,https://casten.house.gov/,ajcorrigan88+scastenoffice@gmail.com,House battleground official,14682571c3cdcf2fdd8318a250b34e57
Sharice Davids,https://davids.house.gov/,ajcorrigan88+sdavidsoffice@gmail.com,House battleground official,0440493f2ad4348bc652f41cb1ff5d49
Susan Wild,https://wild.house.gov/,ajcorrigan88+swildoffice@gmail.com,House battleground official,27ee46234cfbf07fc542438950551b8a
Susie Lee,https://susielee.house.gov/,ajcorrigan88+sleeoffice@gmail.com,House battleground official,35974a19752f72bf1a2b33227d5c9965
TJ Cox,https://cox.house.gov/,ajcorrigan88+tcoxoffice@gmail.com,House battleground official,d61de4a33edd587d1764b2ffa19d18e4
Tom Malinowski,https://malinowski.house.gov/,ajcorrigan88+tmalinowskioffice@gmail.com,House battleground official,711dec1c77217e25e4d838bc2380b2b9
Tom O'Halleran,https://ohalleran.house.gov/,ajcorrigan88+tohalleranoffice@gmail.com,House battleground official,70db976c86bf4d224f8f048b58fd3490
Xochitl Torres Small,https://torressmall.house.gov/,ajcorrigan88+xsmalloffice@gmail.com,House battleground official,59504ec062cee706bb60b8d54bc363cf
Michael Bloomberg,https://mikebloomberg.com,ajcorrigan88+mbloomberg@gmail.com,Presidential candidate,eacb27eef02274b49c5d56f1c624fe21
Tom Steyer,https://tomsteyer.com,ajcorrigan88+tsteyer@gmail.com,Presidential candidate,8cfbb17f0f0318a17aa54aac3406fc30
